0,HELLO ALICE,*,*,Hello User,inForBot.aiml
0,HỌC PHÍ *,*,*,Hệ thống đào tạo tín chỉ với 1tc/2.000.000 và  tăng 16% hằng năm,inForBot.aiml
0,ĐIỂM ĐẦU VÀO CỦA NGÀNH CÔNG NGHỆ THÔNG TIN,*,*,CNTT : 18#Newline	CNTT(đặc thù) :19#Newline	QTKD:17,inForBot.aiml
0,TRƯỜNG CÓ BAO NHIÊU HÌNH THỨC TUYỂN SINH,*,*,1.Xét tuyển học bạ#Newline	2.Xét tuyển thông qua kì thi tốt nghiệp phổ thông,inForBot.aiml
0,NÓI THEO TÔI *,*,*,<star/>,inForBot.aiml
0,TRƯỜNG CÓ MẤY ĐỢT XÉT TUYỂN HẰNG NĂM,*,*,Theo hình thức trực tiếp#Comma SICT có 4 đợt tuyển sinh#Comma trong đó#Comma 3 đợt trước kỳ thi THPT Quốc gia và 1 đợt sau kỳ thi THPT Quốc gia.#Newline	Theo cổng thông tin thi tuyển sinh của Bộ Giáo dục và Đào tạo: theo lịch của  Bộ Giáo dục và Đào tạo,inForBot.aiml
0,TIÊU CHÍ TUYỂN SINH THEO HÌNH THỨC TRỰC TIẾP CHO CÁC KỲ TUYỂN SINH TRƯỚC VÀ SAU KỲ THI THPT QUỐC GIA CÓ KHÁC NHAU KHÔNG?,*,*,Các thí sinh ứng tuyển vào các kỳ tuyển sinh trước kỳ thi THPT Quốc gia cần đáp ứng các tiêu chí sau:#Newline- Kết quả học tập năm lớp 11 và 12 đạt học lực từ loại Khá trở lên (thí sinh ứng tuyển sớm chưa có kết quả học kỳ II lớp 12#Comma sẽ nộp bảng điểm học kỳ I lớp 12 và kết quả học kỳ II sẽ được kiểm tra khi thí sinh nhập học)#Newline- Trung bình kết quả học tập các môn Toán#Comma Vật lý#Comma Hóa học#Comma Sinh học và Tin học của năm lớp 11 và 12 đạt từ 6#Comma5/10#Comma0 trở lên.#NewlineCác thí sinh đăng ký dự tuyển sau kỳ thi THPT Quốc gia cần đáp ứng các tiêu chí sau:#Newline- Kết quả học tập năm lớp 11 và 12 đạt học lực từ loại Khá trở lên#Newline- Trung bình kết quả học tập các môn Toán#Comma Vật lý#Comma Hóa học#Comma Sinh học và Tin học của năm lớp 11 và 12 đạt từ 6#Comma5/10#Comma0 trở lên.#Newline- Tham dự kỳ thi THPT Quốc gia với tổ hợp 3 trong 5 môn: Toán#Comma Lý#Comma Hóa#Comma Sinh#Comma Tiếng Anh đạt từ điểm sàn của Trường,inForBot.aiml
0,TIÊU CHÍ *,*,*,<srai>Tiêu chí tuyển sinh theo hình thức trực tiếp cho các kỳ tuyển sinh trước và sau kỳ thi THPT Quốc gia có khác nhau không?</srai>,inForBot.aiml
0,VIỆC ĐĂNG KÝ TUYỂN SINH VÀO TRƯỜNG CÓ ẢNH HƯỞNG ĐẾN VIỆC ĐĂNG KÝ NGUYỆN VỌNG VÀO CÁC TRƯỜNG ĐẠI HỌC KHÁC KHÔNG?,*,*,SICT có hai phương thức tuyển sinh là: xét tuyển trực tiếp và xét kết quả kỳ thi THPT theo hệ thống thi tuyển sinh của Bộ GDĐT.#NewlineĐối với hình thức nộp hồ sơ trực tiếp#Comma việc đăng ký dự tuyển vào trường không ảnh hưởng tới các nguyện vọng vào các trường Đại học khác.#NewlineĐối với hình thức xét tuyển qua hệ thống thi tuyển sinh của Bộ giáo dục đào tạo sử dụng kết quả thi THPT QG sẽ theo quy định chung của Bộ GDĐT,inForBot.aiml
0,KẾT QUẢ TRÚNG TUYỂN VÀO TRƯỜNG *,*,*,Kết quả trúng tuyển vào trường sẽ căn cứ vào 3 tiêu chí chính  sau:#Newline•	Hồ sơ: thành tích của các môn Toán#Comma Lý#Comma Hóa#Comma Sinh#Comma Tin qua học bạ#Comma các giải thưởng#Comma thành tích hoạt động#Comma công tác xã hội#Comma...#Newline•	Kiến thức các môn khoa học tự nhiên thông qua phỏng vấn trực tiếp với Hội đồng#Newline•	Động lực học tập và mức độ hiểu biết về ngành học#Comma định hướng nghề nghiệp thông qua phỏng vấn trực tiếp với Hội đồng,inForBot.aiml
0,*,*,*,Tôi chưa có câu trả lời cho câu hỏi này !,inForBot.aiml
